Id,Prediction
92075,3323265.327723243
16648,3151092.839424554
41224,3178475.8772438336
65800,3193948.3073647674
90376,3394911.3757741987
14957,2935663.43397513
39533,3393233.5942744236
64109,2501258.197570235
88685,3078156.8696783204
13262,3140469.7405453622
37838,3083880.7750031473
62414,3328529.795279391
86990,3344537.416123405
11567,3002314.5505778436
36143,2778420.555130311
60719,3437142.2988248747
85295,3051089.2664362066
9868,3530842.6644278658
34444,3297683.9455374656
59020,3558116.573347304
83596,2805926.338924663
8161,3721826.296358191
32737,3532303.626112483
57313,2788956.348167193
81889,3082028.9917071355
6466,2896868.4466933394
31042,2897106.797896167
55618,2930900.6349843685
80194,3252954.3815818294
4771,3296999.35716164
29347,2913509.0525045716
53923,3257577.6835849998
78499,2809976.002568918
3072,3259038.155036449
27648,3161543.309812971
52224,3261564.733926366
76800,3313179.510528015
1397,3536721.6611763155
25973,2703487.19779941
50549,2453009.363244946
75125,2924522.2932484588
99701,2925862.5359450784
24278,3484658.453224336
48854,3034548.6945939274
73430,3232164.9570338405
98006,2957222.78533823
22583,2924952.5612035613
47159,3307795.5020689447
71735,2928747.8402388804
96311,3353104.041526584
20884,3290609.9441532027
45460,3245201.6880868347
70036,2873400.286730869
94612,3331749.1253297054
19193,3096880.038331077
43769,2700522.551578603
68345,3480245.8099160055
92921,2605412.166294633
17498,2887247.6621561153
42074,3349371.3699526563
66650,2914047.075567668
91226,3437919.652836633
15803,3108265.406439154
40379,3782388.111844934
64955,3208698.4255580246
89531,3371440.18909307
14104,3152181.8739966564
38680,3096775.6703906558
63256,3605124.1469669836
87832,3069460.0216342984
12413,3681330.6540748784
36989,3495912.4632525477
61565,3229942.229076718
86141,3357333.7550623263
10718,3476734.6053779386
35294,2900103.5911716805
59870,3179465.817217534
84446,2580065.8211202924
9023,3102633.2190603004
33599,3428873.47405967
58175,3365587.7779504475
82751,3147116.2336846464
7324,3414529.4123283383
31900,3122605.2654890697
56476,3145486.777810602
81052,3023231.478547335
5617,3429750.641218938
30193,3032146.175803737
54769,3758243.2892589034
79345,2585547.649192917
3922,2716628.4044064116
28498,3466105.8057924905
53074,2792383.414266705
77650,3376323.02871736
2227,2694807.9472583807
26803,2420766.530256902
51379,2777357.393105421
75955,3287096.684780167
528,3355767.8980906717
25104,2941529.9827431743
49680,3192300.9729361665
74256,3551249.089827633
98832,3512285.396966435
23365,2553403.8437326984
47941,2806433.838246353
72517,2895340.5700065545
97093,3271640.3565011723
21670,3399592.358259025
46246,3373308.3676805138
70822,2783967.3274645302
95398,3089487.126308044
19975,3282119.6151503175
44551,3071749.4052882004
69127,3423923.1422577607
93703,3374015.747874889
18276,2985909.487004431
42852,2760948.6923020976
67428,3092366.873171389
92004,3121459.670915576
16585,2785327.994892835
41161,3567725.1434383537
65737,3376020.7130785976
90313,3250244.63713773
14890,2854084.985593657
39466,2961230.920070295
64042,3174937.3810286443
88618,3664439.7809537873
13195,2909381.1243807315
37771,3248294.606571185
62347,3512204.946557913
86923,3673207.8875511615
11496,2938551.0164730363
36072,2762834.451465788
60648,3435434.1835687254
85224,3380880.1156418375
9805,3459364.2531342013
34381,3202061.495627059
58957,3095050.3280250067
83533,3616836.033563748
8110,2941568.9602663806
32686,3480278.013273331
57262,3065944.5140357725
81838,3193125.143493973
6415,3355271.4617767227
30991,3283425.5503564323
55567,3268323.555358875
80143,2978713.4081675773
4716,3347180.9437809554
29292,3415509.123572003
53868,3157550.157538112
78444,2848934.9966601683
3009,3614960.976517235
27585,3535907.575527561
52161,3346876.567186596
76737,3165409.2100543473
1314,3367945.491729854
25890,3238971.959568575
50466,3405357.8636274175
75042,3101897.7899724003
99618,3306191.399483999
24195,3111237.5738922977
48771,3407873.5296492917
73347,2828757.4408638575
97923,3111781.265343909
22496,2917896.2703983313
47072,2822372.0418123016
71648,2556050.8358959793
96224,3125832.685215614
20885,3350655.7922909157
45461,3263783.0107446937
70037,3551437.7669559713
94613,2586244.482036108
19190,3301944.1493878737
43766,2929966.5840326585
68342,3537703.9486963414
92918,2999576.826109607
17495,2856524.039003436
42071,2788793.113660045
66647,3321234.399525067
91223,3407419.1481163576
15796,2954744.408908793
40372,3518064.885988042
64948,3230231.9223652477
89524,3123705.717630519
14105,2876420.2015828015
38681,2755133.9655763586
63257,2742372.2784144334
87833,3503822.4046423403
12410,2612840.508592393
36986,3612685.4776067105
61562,2580739.2839179384
86138,3038451.590000403
10715,2930752.5438724915
35291,2620691.877693231
59867,3542213.3687636177
84443,2824619.0412123846
9016,2771618.9434546204
33592,2956094.1281101666
58168,2733139.8747738544
82744,3453457.8010192234
7325,2723564.827355679
31901,3351009.9027038994
56477,3391347.136147038
81053,2908025.2153242994
5630,2901871.133475627
30206,3266945.6713116625
54782,3134738.756498331
79358,2792092.7160025635
3935,3282183.3242950197
28511,2929193.1025470276
53087,3037555.4024928547
77663,3467501.5363706304
2236,3315256.8069305997
26812,3508607.6718104817
51388,2674772.297845187
75964,3601857.4480158915
529,3243194.9332209476
25105,3189713.3079059166
49681,3402987.4931939356
74257,3273997.379854029
98833,3592753.8214632906
23410,3700679.0613533943
47986,2962218.413842739
72562,3254268.3006933583
97138,3477996.7109141713
21715,3430054.2484208588
46291,3125688.7222670987
70867,3658642.4663929064
95443,3022916.644821423
20016,2858936.936130758
44592,3202050.0606538933
69168,3284384.5774589605
93744,3663546.6692782515
18341,3057152.257562121
42917,3405635.0520171463
67493,2957659.5245935386
92069,3422882.144735463
16646,3521007.048155596
41222,3278659.0436164713
65798,3298685.052937992
90374,3309880.6205298896
14951,2924456.196104677
39527,3233438.0072996835
64103,2544365.0106364675
88679,3254545.756448901
13252,2503741.6068257857
37828,2774845.513807182
62404,3245511.6362212826
86980,3016524.0360728167
11561,3417532.5689068674
36137,3197215.524733622
60713,3138111.8212444563
85289,3031870.2164513697
9866,3014427.309366037
34442,2866152.4730369416
59018,2822737.8884107587
83594,3624553.1788824718
8171,3474166.9617276276
32747,3640267.4302181024
57323,2813419.3464214834
81899,3430367.686436913
6472,3431622.832961855
31048,3075194.802677367
55624,3287492.94732642
80200,3110512.493425505
4781,3572842.1259766375
29357,3252572.300315992
53933,3112847.421042784
78509,3267026.7321913783
3086,3087987.4309349204
27662,3019709.2836424555
52238,3187341.8016290474
76814,3360242.160100039
1391,2832554.0429390874
25967,3169578.221981604
50543,3549449.862161123
75119,2682920.6715369667
99695,3438098.239661099
24268,3619479.4453502093
48844,3361971.862121374
73420,3751840.488820415
97996,2532483.2457490447
22561,3603281.98719033
47137,2956864.150833395
71713,3358400.696792601
96289,2676464.122042387
20866,3332320.2358009894
45442,3132701.415029011
70018,3139958.6919984766
94594,3246405.6509888116
19171,2740855.3734663436
43747,2820609.0462922067
68323,2868484.57611213
92899,3288720.3925781054
17472,3226213.514572817
42048,3055511.5460974965
66624,3125047.0979778673
91200,3272789.341432584
15797,3213513.308957035
40373,3386720.927010037
64949,2719323.1353800953
89525,2798998.757669438
14102,3663287.9980383287
38678,2355064.5413260413
63254,2988406.163084641
87830,3466101.725559073
12407,3409100.0260487674
36983,3384505.571654516
61559,3284321.0245095813
86135,3045838.1006319537
10708,2637203.644327776
35284,3390088.3574957657
59860,2970326.204925826
84436,3402254.8125018585
9017,3299104.5586302914
33593,3555991.0619166214
58169,3403669.0280197365
82745,2619455.560380676
7322,3485527.9068030226
31898,3369521.180999057
56474,3626164.5336477775
81050,3087650.0445333817
5627,2930624.8004657836
30203,2772872.305581212
54779,3162124.705877231
79355,3250980.8473671675
3928,3275711.554000171
28504,3247575.0839040014
53080,3457946.7851661765
77656,3483609.9694011845
2237,3560407.445393991
26813,3074113.392033943
51389,3150468.7942133117
75965,3524534.965712486
542,2936452.4864124595
25118,2874247.91298721
49694,2389426.7077686028
74270,3398738.685057417
98846,3524268.747341923
23423,3540417.1376163056
47999,3401692.409502722
72575,2571777.5216088966
97151,3119701.648086388
21724,3005214.55065104
46300,3085486.176141352
70876,2937036.7012490006
95452,3420585.542408786
20017,2376961.141330257
44593,3265547.475424963
69169,2792276.7471118695
93745,3191844.0584329045
18322,2986528.5802398417
42898,3062097.3663038495
67474,3448775.509706988
92050,2823446.923725536
16627,3407548.572916128
41203,3560064.8429586743
65779,3412570.6978767044
90355,2667874.684359565
14928,3367677.2660999247
39504,3687606.5459736413
64080,3346409.9834152763
88656,3450673.8650686024
13189,3438383.9325041277
37765,3362435.840570998
62341,2812091.392541237
86917,3073278.691569443
11494,2907951.039910253
36070,3289621.9622085877
60646,2797127.806473453
85222,3454059.8195360987
9799,3313687.7576451492
34375,3163626.3842785703
58951,3560940.6015954376
83527,3182175.6460838313
8100,3441199.6920384774
32676,3150003.9956898894
57252,3017433.4890958024
81828,2825433.3661270253
6409,2844107.9456953905
30985,3209061.815914374
55561,3115795.0390413464
80137,3426056.0501200566
4714,3580858.6032050084
29290,3494988.632110997
53866,3066457.750893516
78442,3340377.213256669
3019,2481281.7631183616
27595,3482261.2937608836
52171,3479316.4641385283
76747,3221013.5808673664
1320,3423644.1632301477
25896,3260447.054801137
50472,3220306.4051065943
75048,3316330.76610657
99624,3581316.12126573
24205,3160082.036747963
48781,3111597.134490272
73357,3118258.826768025
97933,3072919.259657276
22510,2739913.8784905598
47086,2981221.3179665185
71662,3387491.5495537794
96238,3001230.630376933
20815,3545470.7901349
45391,3621600.60672687
69967,2967680.000345859
94543,3559205.0617855797
19116,2849077.8204551847
43692,2551833.0091318274
68268,2934483.4648815435
92844,3204699.833943573
17409,3735935.6461045076
41985,2937700.5711867497
66561,3590638.2074547545
91137,3724394.7422641967
15714,3351370.174112501
40290,3345586.579080243
64866,3372497.125039426
89442,3154756.1744903135
14019,3544756.5098861684
38595,2737089.1789383385
63171,3027382.681260049
87747,2791879.115911716
12320,3428152.839911772
36896,3344446.076910905
61472,2643357.019748938
86048,3029762.8471210795
10709,2792831.5654359716
35285,3409852.412284708
59861,2875398.169607072
84437,2871495.0697446777
9014,3383732.200948262
33590,3197872.392357522
58166,3232335.370190693
82742,2743603.9940587636
7319,2686111.599878014
31895,3151783.4148768014
56471,3431590.3822117085
81047,3235150.9314796845
5620,2593097.030593314
30196,3096375.5301539516
54772,3202933.3925518263
79348,2841681.975267906
3929,3359208.6404365557
28505,3474325.376842656
53081,3585562.5390625037
77657,3529512.810464496
2234,2812961.4474432985
26810,3602992.0951638976
51386,3597979.384684773
75962,3101136.4112791326
539,3316271.9139603814
25115,3332863.2453774754
49691,3327409.949428098
74267,2871074.5024763164
98843,2938338.0691495487
23416,2920107.89078334
47992,3185366.943087424
72568,3451683.313613768
97144,2757427.9449970336
21725,3270326.443849191
46301,2763044.6744391005
70877,3665403.8148305835
95453,3528105.54820441
20030,3395389.6666488815
44606,3152059.830387243
69182,2963288.7289998685
93758,2995422.031837062
18335,3468090.1390296784
42911,3165292.1062107426
67487,3535363.237775017
92063,3350422.1213697116
16636,3307021.699804606
41212,3327548.776315701
65788,3321388.651165486
90364,2610787.4043239476
14929,3081640.833587938
39505,2969930.2337934584
64081,3329618.1967580034
88657,3226395.98530451
13234,3034748.15825094
37810,3188137.253280806
62386,2643677.5510596912
86962,3335285.6735522584
11539,3359921.7444976196
36115,3214445.6362430397
60691,3241025.7911199545
85267,3064720.730770584
9840,3644149.059792318
34416,3409540.2754936074
58992,2331811.3218673076
83568,2996650.061762029
8165,3369748.5078198756
32741,3268517.084053791
57317,2986442.4846307393
81893,3022203.6780519793
6470,2945867.2931052414
31046,2798048.9974220814
55622,3398770.6410689675
80198,2811610.28811993
4775,2428057.917388275
29351,3516144.7072144663
53927,3038125.711670539
78503,3075184.486716526
3076,3383748.421042999
27652,2587651.2090909476
52228,3581040.5087775416
76804,3541248.9157031626
1385,3338993.5373218395
25961,3033527.597041788
50537,3209356.695462137
75113,3374417.52086911
99689,3314361.597397768
24266,3274279.4294162528
48842,3629472.613398146
73418,3290899.1456849156
97994,3390442.8455682946
22571,3706929.975208606
47147,3155239.04149418
71723,3310120.1523916307
96299,2814847.5445780517
20872,3189232.445830674
45448,3436174.7371179108
70024,3292061.297460501
94600,3282896.3522339747
19181,3413781.307644266
43757,2387145.361391004
68333,3259764.2451597336
92909,3102658.1862686803
17486,2946119.1768698236
42062,3490808.8281969754
66638,3209436.8010288817
91214,2913594.585374989
15791,3410757.4699264397
40367,3263602.8586177547
64943,2901003.984978109
89519,3225718.2978750374
14092,3069442.2513939333
38668,3426097.0407282845
63244,3379879.745617295
87820,3121064.3667402957
12385,3002360.6468812446
36961,3154543.5987247922
61537,3407116.935827181
86113,3069684.0872961404
10690,3216481.3924857173
35266,2376307.4229821917
59842,3313561.9418047215
84418,3458016.4119202597
8995,3181197.648829602
33571,3011653.757228484
58147,3380460.104895434
82723,2929303.5942880292
7296,3392217.977523612
31872,3271808.3232901767
56448,3376214.6163518443
81024,3536269.814184642
5621,3267325.897359043
30197,3245507.7281162757
54773,3003652.566903476
79349,3234185.9633714496
3926,3223632.4090889124
28502,3546064.0965149645
53078,3095529.1354305614
77654,3620385.995299038
2231,2985319.3050205642
26807,3524307.6304909997
51383,3007551.699611267
75959,3354558.3677584687
532,3399205.692462635
25108,2985119.7327570464
49684,3340941.380165549
74260,2804256.076245826
98836,3345227.9236787762
23417,3589648.2234376445
47993,3327572.391768752
72569,3501489.700618567
97145,3628844.9080297067
21722,3226453.622096233
46298,3397434.082342499
70874,3155769.708856373
95450,3397646.5667542415
20027,3632404.2978962506
44603,3179113.084086686
69179,3341961.417859377
93755,3302774.6967206853
18328,3495037.1999493465
42904,3365602.946552459
67480,3373634.4297735337
92056,3292407.6602515895
16637,3656248.7769177286
41213,2976654.5296065644
65789,3425089.8538330747
90365,3535078.7657128572
14942,3011425.077488953
39518,3145234.620094766
64094,3277940.8855749504
88670,3453219.203792978
13247,3404506.318044093
37823,2666236.0503036724
62399,3314293.3547722595
86975,3438713.98152085
11548,2946819.445621501
36124,3313100.4980702824
60700,3461078.365864549
85276,2789459.1203222135
9841,2988029.211566836
34417,3384091.8762022424
58993,3053280.2119846763
83569,2994471.669190826
8146,2896453.4618999646
32722,3250013.6958134957
57298,3389023.3843822866
81874,3478903.3489376376
6451,2842798.1811114145
31027,3200464.3505916703
55603,3491901.6707592835
80179,2767792.9789688266
4752,3777063.7298657876
29328,3031653.2923974884
53904,3303587.607981451
78480,3586558.3828755175
3013,3371330.6766300537
27589,2905952.587754329
52165,3025231.849271384
76741,3240084.070813106
1318,3441204.2418027585
25894,3112638.3778261812
50470,2695347.137667688
75046,3488207.051954608
99622,3288129.9177108374
24199,3194130.4018155467
48775,3446708.9626206127
73351,2987037.5953377928
97927,3255845.9746897947
22500,3098877.29614821
47076,3104029.9998802175
71652,3336272.259942223
96228,2586538.008688547
20809,3052757.4799782676
45385,3513889.9366829684
69961,3584133.1165352412
94537,3336780.046830587
19114,3100060.539705727
43690,3322723.971625969
68266,3459183.799058828
92842,2863095.0223931842
17419,3642977.162185934
41995,2921666.353355624
66571,2556045.195001226
91147,3259808.8983350573
15720,3349820.713761225
40296,3261861.574591204
64872,3418388.867095972
89448,3103348.3813799024
14029,3188137.3149613594
38605,2892387.8910593395
63181,3356732.9177035084
87757,3442047.1451980947
12334,2824103.838163229
36910,2992069.8040225483
61486,2680639.7293370804
86062,3130721.789125077
10639,2965774.8182416605
35215,3079070.3851102414
59791,3369018.794802026
84367,3024345.2072228394
8940,3004201.229247379
33516,2811133.9867311846
58092,3405567.994825396
82668,3595287.189944108
7233,3350590.6162207867
31809,2898473.8579356326
56385,2938508.741001544
80961,2957623.198459017
5538,3110093.993052506
30114,2858905.852984162
54690,3286515.234394781
79266,3539698.004390336
3843,3250192.4680303084
28419,2769093.41320106
52995,3199357.818501856
77571,3359102.701143762
2144,3263483.799989121
26720,2998955.766034718
51296,2792208.6926277424
75872,3348216.935858992
277,3210658.185351956
24853,3185543.796067042
49429,3188404.99727943
74005,2995212.966034997
98581,2685254.7007027925
23158,2525755.6415829496
47734,2680208.9566236865
72310,3429758.3645240646
96886,3104288.3165519685
21463,3354979.8688071286
46039,3004607.658866804
70615,3777338.060004075
95191,3195958.7084599407
19764,3074959.143256282
44340,3124407.7549868715
68916,3185874.987930419
93492,3260526.404664697
18073,2536908.9234756
42649,3158124.7792691793
67225,3339523.92197419
91801,3741206.183074159
16378,3466034.833168694
40954,3390580.272715585
65530,2808506.4954620134
90106,3077943.3477676394
14683,3389621.98989335
39259,3667837.1960374285
63835,2977217.1193806524
88411,2931097.952612645
12984,3021057.779640778
37560,3190957.0143046766
62136,3549020.455315256
86712,2820684.78114296
11293,3008135.730047054
35869,3001976.665740311
60445,3361918.7513812203
85021,3167456.244155434
9598,3509177.6156672807
34174,2398210.566458129
58750,2592947.5937527674
83326,2552130.643059852
7903,3410620.8409267818
32479,2869603.2914289637
57055,3386436.025927347
81631,3522729.5411332143
6204,2743071.0364187965
30780,2954098.9455287787
55356,3592481.269723659
79932,2804106.214074422
4497,3519906.0383141264
29073,3424083.6921517407
53649,3352115.167706497
78225,2856287.6536780596
2802,3418723.66392925
27378,3092549.3679798204
51954,2571931.751996715
76530,2852950.3501403327
1107,3493789.3653531447
25683,2547511.7246523728
50259,3124540.476327186
74835,2761290.335696042
99411,3544786.2597806915
23984,3335538.174675282
48560,3295777.0769871594
73136,2581264.4209322655
97712,3191267.6409039386
22309,3122190.356080464
46885,3669451.2269384535
71461,2778519.6588903572
96037,3088414.966913962
20614,2870264.132449256
45190,3172703.6304355585
69766,2830113.0740037784
94342,3139409.69755902
18919,3072984.0100973826
43495,3158638.6069234083
68071,3087849.1386088845
92647,3458190.5616382333
17220,3527619.7824989446
41796,2880337.75122529
66372,2915105.8005530876
90948,2658927.735534455
15529,3191873.952048916
40105,3343318.222305143
64681,3648757.7258133655
89257,3700876.843094685
13834,3193815.683524226
38410,2701396.5415881593
62986,3360178.9023141004
87562,2935413.6761463094
12139,3334161.631202162
36715,3333111.6884623184
61291,2891934.720685749
85867,3518958.058506148
10440,3067225.1697716084
35016,3366924.0814468088
59592,2429133.2041222285
84168,3044602.2793751904
8749,2787667.3324721847
33325,3486721.277561158
57901,3557100.102976075
82477,3404006.414773796
7054,3026096.1503656274
31630,3211394.985036668
56206,3652031.0169859733
80782,2786971.149394399
5359,3304471.8673118884
29935,2957562.190721602
54511,2568474.2110296628
79087,3280261.5694287647
3660,3536340.4131134525
28236,3205117.586798766
52812,3580325.8225453217
77388,2742557.81632267
1953,3553505.4237970277
26529,3403909.7832600763
51105,3181724.2334572026
75681,3329376.567307299
258,2912512.646942634
24834,3180919.7178272097
49410,2693645.8019084577
73986,3383596.556274485
98562,3431808.094144924
23139,3078788.215532161
47715,3206889.7378617795
72291,2871607.389375258
96867,3551573.3943605646
21440,3046070.5228375387
46016,2906605.653372506
70592,3692007.1978468345
95168,3699087.4995073653
19765,3119582.589614952
44341,3519202.8886064314
68917,2775334.4583530826
93493,3388800.2205919195
18070,3383979.594724183
42646,3331009.308017811
67222,3244783.656342123
91798,3055581.133508302
16375,3441803.490016405
40951,2896085.7027009013
65527,3785699.4860625397
90103,3461181.7494684695
14676,2893377.26505137
39252,3395514.927749834
63828,3517813.042677542
88404,3440248.6765564242
12985,3426387.451704045
37561,3015711.3654297087
62137,3256687.7883920185
86713,3255213.013296896
11290,3376440.8840221954
35866,2781377.7072095047
60442,3155015.887553782
85018,3259987.1522995518
9595,3234824.9661702923
34171,3146309.8005280797
58747,2709179.4925978193
83323,3351349.88241689
7896,3016048.3105041636
32472,3098431.314510763
57048,3054309.840895245
81624,3122576.819839987
6205,2874986.6019539693
30781,3394355.195034684
55357,3436452.1090851817
79933,3268047.504484488
4510,2923541.9557171115
29086,3029341.164119966
53662,3359632.393598249
78238,3144787.1302101393
2815,3233511.681002258
27391,2723152.559976592
51967,2786582.039845457
76543,3426203.119555366
1116,2950600.070893097
25692,2698394.911065345
50268,3126338.655475206
74844,2738611.583405624
99420,3355005.0073981076
23985,2964693.744055116
48561,3659147.557178906
73137,2841655.8164363415
97713,3552445.662224948
22290,2989801.00836569
46866,3506108.9550336995
71442,3396544.0331993434
96018,3388764.754116805
20595,3500604.434956679
45171,3360862.0975950663
69747,3196333.047698392
94323,3314826.6267111255
18896,3055008.180874759
43472,3085010.7187712323
68048,3221213.735457864
92624,3152472.1583443717
17157,2755878.697007307
41733,3854671.295568971
66309,3380850.580179819
90885,3244041.8664628575
15462,2968996.41893277
40038,3240446.667552716
64614,3041327.5941977436
89190,3465485.7884862414
13767,3194800.6988673136
38343,2938390.2215908733
62919,3361185.6484203325
87495,3172006.685364666
12068,3417950.3802056354
36644,3290265.1611268343
61220,3449955.67876457
85796,3180498.761050415
10377,2811460.474473163
34953,2841613.88638829
59529,3002664.003702828
84105,2696386.5788293937
8682,3450230.727615837
33258,2653551.013432861
57834,3555086.268887546
82410,3421578.7164438725
6987,3144066.9744843123
31563,3085234.777698235
56139,2588312.656879632
80715,3262060.1372065516
5288,3024984.4616397587
29864,2845535.5857685483
54440,3517028.0248724082
79016,3198110.636841133
3597,3592056.629648366
28173,3265613.2219109763
52749,3594759.7137945965
77325,3532748.6131078573
1902,3293538.6475443016
26478,3474972.078762584
51054,3071569.8488298487
75630,3069687.224123532
207,3258780.8327160096
24783,3451792.7948260596
49359,3349572.659402231
73935,3152093.8358341367
98511,2929159.9087293507
23084,3403602.375926407
47660,2784411.2951174406
72236,3051763.726583845
96812,2835848.6048397934
21377,3145180.229940439
45953,3642445.8494425123
70529,3444423.5130101177
95105,2507518.9588082177
19682,3313730.3356805188
44258,3417885.632401934
68834,3174209.369503501
93410,3494756.720529736
17987,3319364.8516042884
42563,2368809.319533431
67139,2810077.992445324
91715,2959992.388634856
16288,2959743.5328587634
40864,3077788.6436803224
65440,2952308.573873893
90016,3228611.197101385
13653,3442363.570008178
38229,2985608.1389119774
62805,3105976.047909421
87381,3410882.1692016004
11958,2998145.7197948312
36534,2752424.810844539
61110,3243620.5621295245
85686,3535435.6112596244
10263,3536099.431095521
34839,3371242.485143934
59415,3617564.8009590674
83991,2784106.7876746054
8564,2725691.0260037435
33140,3217497.6461365726
57716,2881083.9373124507
82292,3469008.3142821076
6873,2698157.1049786215
31449,3647894.032307341
56025,3189534.6039491044
80601,3334687.231267732
5178,3325514.522037701
29754,3079492.5261585927
54330,2984178.8143720827
78906,3115551.201052233
3483,2853826.293169302
28059,2739940.2598880525
52635,2635234.92386871
77211,3380312.55512973
1784,3231317.371308112
26360,3248552.135484482
50936,3220842.4618971604
75512,3621091.7353497623
93,3152549.309338968
24669,3442110.4371527913
49245,3072925.817916263
73821,3123183.1288747154
98397,3310237.833137196
22974,3467492.170263677
47550,3098732.5976373674
72126,3502726.6354684457
96702,3261100.4006351884
21279,3456609.1917091496
45855,2950993.4629485654
70431,3445376.2275815383
95007,3058137.6101070424
19580,3594000.8655133657
44156,2916814.7823237423
68732,2686080.941765422
93308,3279088.0062487684
17873,2921528.9510505185
42449,3101401.0741547565
67025,3090087.2686917
91601,3186155.8571518655
16178,2877776.228689748
40754,3421499.6301809414
65330,3575000.9828413045
89906,3094245.248658843
14483,3164048.2924735094
39059,2953849.446165938
63635,3230037.5634272057
88211,2489294.4505118257
12784,2895201.307522054
37360,2919903.4786752886
61936,2735369.837363036
86512,2844678.9193702834
11109,3663816.515058565
35685,3291207.344567495
60261,2760927.3173074885
84837,2903172.8424974284
9414,3278947.0753110126
33990,3178926.243866076
58566,3523830.584366303
83142,3392333.4977934016
7719,2883873.9871568275
32295,3388437.044882615
56871,3204336.7754459768
81447,3251144.625546261
6020,2895813.036187749
30596,3143248.8418301106
55172,3448337.975553199
79748,2859701.922151867
4329,3467498.637047144
28905,2481187.4368790537
53481,3219985.0664257603
78057,3219304.2491417895
2634,2913454.484031904
27210,2803217.5111099696
51786,3257339.311875382
76362,3248476.5443824655
939,3404867.428707336
25515,3427768.8834813302
50091,3237840.433349328
74667,3241428.3896560855
99243,3597067.6282752324
23816,3258263.7540017455
48392,2957974.421735923
72968,3464013.208634353
97544,3608975.182088816
22125,3059890.2608913435
46701,2859759.6539426385
71277,3498978.818094579
95853,3044748.753961681
20430,2951976.2508872193
45006,3398728.9123815047
69582,3457862.6442455514
94158,3409384.6284303465
18735,2610468.122688649
43311,2936173.292734368
67887,2898506.8690249794
92463,3661037.7297890796
17036,3234426.5231226394
41612,3283088.1327958643
66188,3326926.600271821
90764,2664843.4445615453
15329,2703895.7407469926
39905,3361092.320686632
64481,3070678.0976207387
89057,3770810.399813862
13634,3688388.670485193
38210,2858997.0023344294
62786,2957835.5176505707
87362,3108894.8543824027
11939,3359522.9006204307
36515,2615143.95214449
61091,2713344.174326083
85667,3052776.6932081874
10240,2809245.07531554
34816,3271878.2705956954
59392,3306585.6002266654
83968,3453123.813832265
8565,3215366.975763552
33141,2995503.1778593687
57717,3254254.9958690493
82293,3208490.8095975732
6870,2849222.6885356335
31446,2757052.9321908746
56022,3426008.040645311
80598,3186867.92939199
5175,2822063.067711332
29751,2931150.2324991385
54327,3228742.0676841633
78903,2928657.9256405905
3476,3181991.4631488253
28052,3313687.2290396136
52628,3371929.2562006507
77204,3432459.5047747316
1785,3322018.55715148
26361,3173784.175439321
50937,3569083.9161489136
75513,3458309.52237812
90,3435755.1092757713
24666,2886845.3796384805
49242,3455899.2298114537
73818,3100539.2812702423
98394,3384620.509521438
22971,3258435.381426526
47547,3186126.8593710335
72123,3037169.024857897
96699,2597200.16606874
21272,3663076.026320058
45848,3194020.3442464275
70424,3338339.045224027
95000,3449637.584417267
19581,3180175.6136780935
44157,2699384.813352936
68733,3092238.854931053
93309,3190580.912577636
17886,3165268.6274558506
42462,3170273.3755775006
